Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
paid invoice receipt,40,40,170,65,4.74,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.5,170000000,"[42,80,26,26,53,80,100,42,80,100,100,80]",2025-12-21,"Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
day care business plan sample,47,47,140,17,5.95,https://www.xero.com/us/templates/business-plan-template/daycare/,0,0,0.00,0.41,699000000,"[34,21,28,28,34,81,34,28,81,43,65,15]",2025-12-05,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches, AI overview",informational,Organic
business plan template examples free,73,73,90,60,3.21,https://www.xero.com/us/templates/business-plan-template/,0,0,0.00,0.36,228000000,"[26,53,42,42,34,65,26,42,26,26,26,26]",2025-12-30,"Image pack, Sitelinks, Video, Ads bottom, Related searches",informational,Organic
printable receipt form,29,29,70,52,1.19,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,1,449000000,"[80,23,23,23,19,42,42,33,52,33,23,23]",2025-12-01,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
free printable pdf blank invoice,61,61,70,50,1.77,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.23,394000,"[0,0,0,10,17,100,35,0,17,23,17,12]",2025-11-30,"Image pack, Sitelinks, Image, Related searches",informational,Organic
monthly income sheet template,51,51,50,,5.11,https://www.xero.com/us/templates/income-statement-template/,0,0,0.00,1,11200000,"[50,78,35,28,14,35,50,21,14,35,50,50]",2026-01-04,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
print rent receipt template,13,13,70,35,1.06,https://www.xero.com/us/templates/receipt-template/rent-receipt-template/,0,0,0.00,0.39,746000,"[35,35,35,64,50,21,50,64,78,50,100,78]",2025-12-11,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
paycheck stub maker free,28,28,590,50,9.14,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.81,1370000,"[13,10,20,13,27,13,13,24,16,20,27,13]",2025-12-15,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
invoice format example,16,16,50,61,2.78,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.9,114000000,"[0,63,0,36,63,63,63,63,45,36,27,81]",2026-01-12,"Image pack, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches","informational, transactional",Organic
balance sheets sample,20,20,90,44,5.10,https://www.xero.com/us/templates/balance-sheet-template/,0,0,0.00,0.04,145000000,"[10,5,7,12,35,12,7,12,2,17,35,100]",2025-12-11,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
how to fake a paystub,81,81,50,43,1.47,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.7,1380000,"[10,10,10,14,10,6,14,10,14,4,6,18]",2025-12-25,"Sitelinks, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
bakery business proposal pdf,28,28,30,7,2.22,https://www.xero.com/us/templates/business-plan-template/bakery/,0,0,0.00,0.31,965000,"[18,18,18,18,18,100,18,18,18,18,18,18]",2025-12-05,"Video, Related searches, AI overview",informational,Organic
bakery business proposal pdf,30,30,30,7,2.22,https://www.xero.com/us/templates/business-plan-template/bakery/,0,0,0.00,0.31,965000,"[18,18,18,18,18,100,18,18,18,18,18,18]",2025-12-05,"Video, Related searches, AI overview",informational,Organic
sample of an invoice template,15,15,110,62,2.52,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,1,67500000,"[26,14,17,39,4,0,0,14,2,21,3,5]",2025-12-16,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
commercial invoice sample,39,39,320,37,3.78,https://www.xero.com/us/templates/invoice-template/commercial-template/,0,0,0.00,0.62,0,"[66,66,81,66,66,81,81,54,66,54,54,66]",2025-12-31,"Image pack, Ads bottom, Related searches",informational,Organic
example of non profit business plan,49,49,50,22,3.34,https://www.xero.com/us/templates/business-plan-template/non-profit/,0,0,0.00,0.03,229000000,"[45,45,18,27,45,81,27,36,18,36,36,100]",2025-12-17,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Related searches, AI overview","commercial, informational",Organic
purchase order invoice format,51,51,40,35,2.86,https://www.xero.com/us/templates/purchase-order-template/,0,0,0.00,1,21000000,"[100,18,100,100,18,18,18,18,18,18,18,18]",2025-12-29,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches","informational, transactional",Organic
purchase order invoice format,67,67,40,35,2.86,https://www.xero.com/us/templates/purchase-order-template/,0,0,0.00,1,21000000,"[100,18,100,100,18,18,18,18,18,18,18,18]",2025-12-29,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches","informational, transactional",Organic
receipt of cash,21,21,260,31,1.93,https://www.xero.com/us/templates/receipt-template/cash-receipt-template/,0,0,0.00,1,463000000,"[1,7,5,7,8,7,24,2,24,8,13,8]",2026-01-15,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
income statement monthly format,12,12,110,,5.11,https://www.xero.com/us/templates/income-statement-template/,0,0,0.00,1,71600000,"[80,100,34,42,15,34,34,42,19,26,34,42]",2025-12-29,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
template donation receipt,12,12,50,11,2.01,https://www.xero.com/us/templates/receipt-template/donation-receipt/,0,0,0.00,0.74,989000,"[0,0,0,1,0,1,1,1,100,1,1,11]",2025-12-11,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
invoice for photography services template,47,47,30,18,2.76,https://www.xero.com/us/templates/invoice-template/photography-template/,0,0,0.00,0.85,1040000,"[18,18,18,18,45,18,36,100,18,18,18,18]",2026-01-04,"Image pack, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
time billing sheet,73,73,480,38,5.22,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.34,44800000,"[1,1,36,13,55,100,45,67,45,5,10,67]",2025-12-21,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
payroll check stubs free,15,15,30,41,8.99,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.91,6350000,"[100,0,0,0,0,0,0,0,18,81,45,45]",2026-01-06,"Sitelinks, Video, Ads bottom, People also ask, Related searches, Ads middle, AI overview",informational,Organic
qoute template,10,10,110,16,4.53,https://www.xero.com/us/templates/quote-template/,0,0,0.00,0.58,206000000,"[29,36,54,4,29,29,0,0,19,0,0,0]",2025-12-29,"Image pack, Video, Image, Related searches",informational,Organic
personal receipt,56,56,40,58,2.01,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.97,567000000,"[34,6,6,6,6,6,6,6,53,6,6,6]",2025-12-04,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
free weekly time sheet template,48,48,50,37,2.75,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.3,377000000,"[22,33,100,77,100,55,33,44,22,77,22,33]",2026-01-18,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
monthly timesheet sample,53,53,30,33,4.20,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.07,219000,"[11,11,3,7,34,3,7,15,3,7,7,42]",2025-12-16,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
weekly timesheet,68,68,1000,50,3.54,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,1,7560000,"[36,30,36,54,41,41,36,54,36,41,41,36]",2025-12-27,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
free purchase order form template word,55,55,70,27,3.41,https://www.xero.com/us/templates/purchase-order-template/,0,0,0.00,0.42,21700000,"[18,18,18,18,18,100,100,100,100,18,100,63]",2025-12-12,"Image pack, Video, Image, Ads bottom, People also ask, Related searches","informational, transactional",Organic
make free invoices online,48,48,40,54,8.48,https://www.xero.com/us/templates/invoice-generator/,0,0,0.00,0.89,43100000,"[0,100,71,100,28,100,14,14,42,42,42,28]",2025-12-12,"Sitelinks, Video, Ads bottom, Related searches","commercial, informational",Organic
pay stub forms,18,18,90,41,3.70,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.46,13900000,"[28,34,21,12,0,0,0,15,43,43,100,43]",2026-01-05,"Video, People also ask, Related searches, AI overview",informational,Organic
employee time log template,54,54,90,39,4.09,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.05,39100000,"[29,29,41,41,82,100,82,52,29,29,29,52]",2025-12-11,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
check stub online free,38,38,50,43,8.99,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.91,11800000,"[0,0,19,4,0,0,4,4,42,100,80,66]",2026-01-10,"Sitelinks, Video, Related searches",informational,Organic
blank pay stub template word,28,28,320,43,4.87,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.64,213000,"[23,19,36,54,44,44,29,29,36,29,100,29]",2025-12-25,"Image pack, Sitelinks, Video, Image, Related searches","commercial, informational",Organic
pay stubs form,31,31,50,41,4.26,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.12,12200000,"[77,0,77,22,44,55,44,33,22,100,100,100]",2025-12-12,"Image pack, Sitelinks, Video, Ads bottom, Related searches, AI overview",informational,Organic
make check stubs free online,44,44,30,32,10.36,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.86,12900000,"[6,9,12,12,6,12,9,6,6,12,12,12]",2025-11-28,"Sitelinks, Video, Ads bottom, Related searches, AI overview","commercial, informational",Organic
work hours invoice template,78,78,140,39,4.20,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.74,31600000,"[43,35,17,35,35,0,100,35,23,28,17,17]",2025-11-28,"Image pack, Video, Image, Ads bottom, Related searches, Ads middle",informational,Organic
create a fake paystub,37,37,110,,2.61,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.86,185000,"[52,33,66,66,23,66,66,42,66,33,42,66]",2026-01-01,"Sitelinks, Video, Ads top, Ads bottom, Related searches, Discussions and forums",commercial,Organic
sample expense worksheet,27,27,110,37,4.56,https://www.xero.com/us/templates/expense-report-template/,0,0,0.00,0.82,6590000,"[42,66,52,42,42,66,100,42,42,42,42,52]",2025-12-28,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
contractor billing invoice template,21,21,320,38,4.94,https://www.xero.com/us/templates/invoice-template/contractor-template/,0,0,0.00,1,778000,"[7,11,13,11,20,11,5,52,20,7,20,8]",2025-11-23,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
free expense report templates,15,15,90,33,4.90,https://www.xero.com/us/templates/expense-report-template/,0,0,0.00,0.19,10100000,"[21,12,21,34,15,21,12,9,3,15,65,100]",2025-12-18,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
freelance writer invoice template,80,80,590,22,5.80,https://www.xero.com/us/templates/invoice-template/freelance-template/,0,0,0.00,0.24,575000,"[76,76,67,100,13,20,36,16,16,24,55,36]",2025-12-15,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
invoice template in word format free download,72,72,110,51,2.69,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.45,115000000,"[34,28,43,28,34,21,28,65,43,21,28,28]",2025-11-27,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches","commercial, informational",Organic
create pay stubs free online,36,36,90,50,12.06,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.86,1420000,"[11,18,23,3,3,18,18,8,18,8,8,44]",2025-12-10,"Sitelinks, Video, Ads bottom, Related searches, AI overview",informational,Organic
create pay stubs free online,44,44,90,50,12.06,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.86,1420000,"[11,18,23,3,3,18,18,8,18,8,8,44]",2025-12-10,"Sitelinks, Video, Ads bottom, Related searches, AI overview",informational,Organic
contract worker invoice template,24,24,50,29,3.83,https://www.xero.com/us/templates/invoice-template/contractor-template/,0,0,0.00,0.7,5750000,"[64,28,35,64,21,28,21,35,14,64,7,14]",2025-11-30,"Image pack, Sitelinks, Image, Ads bottom, Related searches, AI overview",informational,Organic
empty business plan template,12,12,50,59,3.90,https://www.xero.com/us/templates/business-plan-template/,0,0,0.00,0.28,33500000,"[23,23,23,23,33,14,23,33,33,33,33,33]",2025-12-01,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, People also ask, Related searches","commercial, informational",Organic
printable blank invoice form,47,47,140,58,1.82,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,1,504000,"[34,34,34,100,80,53,53,42,100,65,42,53]",2025-12-31,"Image pack, Sitelinks, Image, Related searches",informational,Organic
sample of a pay stub,85,85,480,34,3.18,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.19,1180000,"[8,5,7,4,30,0,0,0,0,1,79,100]",2025-12-02,"Image pack, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
how to format invoice,35,35,90,57,4.16,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.42,77800000,"[64,52,52,52,64,64,52,64,64,41,41,52]",2025-11-28,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,Organic
final invoice template,14,14,40,68,3.57,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.95,127000000,"[23,23,23,23,23,33,33,19,9,9,9,9]",2026-01-12,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
template for payment receipt,12,12,140,52,2.22,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,1,117000000,"[6,8,15,18,15,15,8,15,100,28,15,15]",2026-01-18,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
invoice for services template free,35,35,40,53,3.26,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.55,24500000,"[0,0,0,0,77,100,77,77,44,33,44,44]",2025-12-12,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
free receipt generator,21,21,480,48,3.16,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.4,61800000,"[20,25,31,20,25,37,25,25,20,25,37,37]",2025-12-02,"Sitelinks, Video, Ads top, Ads bottom, Related searches",commercial,Organic
how to write an invoice for photography services,58,58,30,31,4.04,https://www.xero.com/us/templates/invoice-template/photography-template/,0,0,0.00,0.82,16900000,"[11,11,29,23,11,11,17,11,29,29,17,11]",2026-01-09,"Image pack, Sitelinks, Video, Featured snippet, Image, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
rent receipt sample,31,31,880,23,1.43,https://www.xero.com/us/templates/receipt-template/rent-receipt-template/,0,0,0.00,0.75,43300000,"[13,37,37,84,37,11,31,68,84,37,31,37]",2025-12-04,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
fake pay stub check,54,54,70,48,1.73,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.85,2020000,"[6,9,34,12,6,21,100,6,6,15,6,15]",2025-12-30,"Sitelinks, Video, Video Carousel, People also ask, Related searches","commercial, informational",Organic
checkstub com,90,90,30,43,6.66,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.87,222000,"[4,3,4,4,1,0,1,0,5,3,3,3]",2026-01-05,"Sitelinks, Video, Related searches","commercial, informational",Organic
generic receipt template,44,44,90,60,1.05,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,1,10,"[22,10,10,10,18,10,18,22,14,29,29,29]",2025-11-25,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Video Carousel, Related searches",informational,Organic
generic receipt template,54,54,90,60,1.05,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,1,10,"[22,10,10,10,18,10,18,22,14,29,29,29]",2025-11-25,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Video Carousel, Related searches",informational,Organic
sample of purchase order template,34,34,50,28,4.43,https://www.xero.com/us/templates/purchase-order-template/,0,0,0.00,1,39500000,"[0,0,0,0,0,0,1,0,1,100,0,0]",2026-01-08,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches","informational, transactional",Organic
sales receipt generator,11,11,50,36,4.36,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.76,22100000,"[34,100,6,6,6,6,6,6,6,6,6,12]",2025-12-01,"Sitelinks, Video, Ads top, Ads bottom, Related searches",transactional,Organic
invoice generator software free,47,47,70,47,9.69,https://www.xero.com/us/templates/invoice-generator/,0,0,0.00,0.75,6640000,"[23,33,52,52,52,42,42,23,23,23,14,9]",2026-01-03,"Sitelinks, Video, Ads bottom, Related searches, See results about",informational,Organic
transport receipt sample,19,19,30,10,1.70,https://www.xero.com/us/templates/invoice-template/transportation-template/,0,0,0.00,0.56,47900000,"[100,18,18,18,18,18,18,18,18,18,18,18]",2025-12-03,"Image pack, Sitelinks, Image, Related searches",informational,Organic
sample paystub template,26,26,70,16,3.18,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.19,108000,"[0,0,0,0,100,14,0,0,0,18,18,18]",2025-11-28,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
template business proposal pdf,67,67,110,41,3.31,https://www.xero.com/us/templates/business-proposal-template/,0,0,0.00,0.05,36400000,"[28,15,28,28,53,21,28,28,15,15,28,100]",2025-12-21,"Image pack, Sitelinks, Image, Ads bottom, Related searches",informational,Organic
nonprofit business plan samples,39,39,50,24,3.34,https://www.xero.com/us/templates/business-plan-template/non-profit/,0,0,0.00,0.03,62500000,"[15,19,0,7,0,0,15,19,11,34,34,53]",2025-12-07,"Video, Ads bottom, Related searches, AI overview",informational,Organic
nonprofit business plan samples,42,42,50,24,3.34,https://www.xero.com/us/templates/business-plan-template/non-profit/,0,0,0.00,0.03,62500000,"[15,19,0,7,0,0,15,19,11,34,34,53]",2025-12-07,"Video, Ads bottom, Related searches, AI overview",informational,Organic
day time sheet,80,80,110,58,3.81,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.8,3540000000,"[26,26,53,42,65,42,34,34,42,42,26,34]",2025-12-13,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
staff weekly timesheet template,51,51,50,37,0.00,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.3,553000,"[18,18,18,18,100,100,100,18,18,18,18,100]",2025-12-12,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
paystubs free,31,31,140,39,12.93,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.92,4180000,"[100,66,100,66,52,80,33,52,52,66,80,52]",2025-12-06,"Sitelinks, Video, Ads bottom, Related searches","commercial, informational",Organic
blank receipt printable,23,23,40,35,0.97,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,1,17800000,"[15,12,12,21,9,9,9,9,28,21,6,6]",2025-11-29,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
quote letter template,18,18,110,,2.16,https://www.xero.com/us/templates/quote-template/,0,0,0.00,0.05,92500000,"[26,34,42,80,100,42,11,3,34,11,65,11]",2026-01-04,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
church donation receipt template,47,47,50,12,1.20,https://www.xero.com/us/templates/receipt-template/donation-receipt/,0,0,0.00,0.83,608000,"[1,1,6,6,6,1,1,1,1,1,1,2]",2025-12-26,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
free online quotation generator,54,54,140,22,3.73,https://www.xero.com/us/templates/quote-generator/,0,0,0.00,0.1,19200000,"[17,23,28,28,17,23,35,66,35,28,43,100]",2025-12-14,"Image pack, Sitelinks, Video, Ads bottom, Related searches","commercial, informational",Organic
reciet maker,35,35,40,43,2.81,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.65,0,"[0,0,14,32,0,0,0,0,0,0,0,0]",2025-11-20,"Sitelinks, Video, Ads bottom, Related searches",informational,Organic
sample balance sheet small business,34,34,50,24,7.02,https://www.xero.com/us/templates/balance-sheet-template/,0,0,0.00,0.54,29500000,"[0,23,23,29,29,100,23,29,5,11,11,29]",2025-11-29,"Image pack, Video, Ads bottom, Video Carousel, Related searches",informational,Organic
free trucking invoice template,56,56,50,7,3.85,https://www.xero.com/us/templates/invoice-template/transportation-template/,0,0,0.00,0.58,2000000,"[19,19,26,11,19,7,11,7,11,26,19,26]",2025-12-06,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
service receipt format,45,45,70,46,2.13,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.45,251000000,"[11,11,11,64,41,41,52,52,41,29,82,82]",2025-12-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
service receipt format,51,51,70,46,2.13,https://www.xero.com/us/templates/receipt-template/,0,0,0.00,0.45,251000000,"[11,11,11,64,41,41,52,52,41,29,82,82]",2025-12-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, AI overview",informational,Organic
how to generate pay stubs,49,49,170,60,7.64,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.83,12400000,"[3,3,3,3,3,5,30,45,45,6,6,6]",2026-01-05,"Sitelinks, Video, Ads top, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
making paystubs,57,57,40,57,10.50,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.88,3180000,"[19,11,26,7,15,19,19,15,15,19,11,19]",2025-12-23,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums","commercial, informational",Organic
template invoice contractor,28,28,1000,45,4.94,https://www.xero.com/us/templates/invoice-template/contractor-template/,0,0,0.00,1,2210000,"[5,4,10,5,10,5,100,52,52,1,20,36]",2025-11-27,"Image pack, Image, Ads bottom, Related searches",informational,Organic
quote spreadsheet,78,78,30,31,4.31,https://www.xero.com/us/templates/quote-template/,0,0,0.00,0.6,13500000,"[42,7,7,7,7,7,7,7,7,7,7,7]",2026-01-02,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
time record sheet,36,36,90,52,5.16,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.91,1090000000,"[26,19,34,42,65,53,26,15,15,11,100,19]",2025-12-27,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
cash donation receipt,13,13,50,30,1.82,https://www.xero.com/us/templates/receipt-template/donation-receipt/,0,0,0.00,0.88,27000000,"[29,29,29,64,41,41,52,11,11,23,11,23]",2025-12-17,"Image pack, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
free invoice template for small business,41,41,30,66,5.64,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.47,13500000,"[0,28,28,0,71,100,100,71,0,42,0,28]",2025-12-24,"Image pack, Sitelinks, Video, Related searches",informational,Organic
free quotation,51,51,880,33,16.47,https://www.xero.com/us/templates/quote-generator/,0,0,0.00,0.48,127000000,"[5,7,16,13,54,79,30,36,41,36,100,13]",2025-12-06,"Image pack, Sitelinks, Video, Ads bottom, Related searches, AI overview",informational,Organic
landlord invoice template,20,20,30,26,3.15,https://www.xero.com/us/templates/invoice-template/rental-template/,0,0,0.00,0.71,3030000,"[9,9,9,14,14,19,9,23,14,14,14,9]",2025-12-11,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
templates of invoices,42,42,110,65,3.52,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,1,29600000,"[0,0,0,1,1,6,1,36,100,66,0,0]",2025-12-24,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
simple balance sheet sample,28,28,260,30,4.71,https://www.xero.com/us/templates/balance-sheet-template/,0,0,0.00,0.44,204000000,"[22,43,66,14,81,81,100,35,22,66,29,43]",2026-01-10,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
examples of check stubs,15,15,50,31,2.58,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.44,1170000,"[42,33,80,0,0,0,4,0,33,23,23,23]",2025-12-25,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
pay stubs software,74,74,50,81,30.36,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.67,16400000,"[45,63,63,100,27,18,27,18,36,81,81,18]",2025-11-30,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
pay stubs software,84,84,50,81,30.36,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.67,16400000,"[45,63,63,100,27,18,27,18,36,81,81,18]",2025-11-30,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
free pay stubs creator,27,27,110,46,9.14,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.81,945000,"[0,5,44,35,11,11,11,11,3,15,44,28]",2025-12-14,"Sitelinks, Video, Related searches, AI overview",informational,Organic
time log sheets,89,89,70,51,2.77,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.22,320000000,"[29,11,17,100,29,64,17,29,11,41,52,52]",2025-12-12,"Image pack, Sitelinks, Video, Related searches",informational,Organic
free templates for invoices printable,45,45,90,63,2.46,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.64,499000,"[0,0,0,100,33,33,23,80,66,9,52,100]",2026-01-12,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
free job estimate template,46,46,170,29,4.37,https://www.xero.com/us/templates/construction-estimate-template/,0,0,0.00,0.77,72000000,"[43,53,53,43,53,53,43,53,53,53,35,28]",2025-12-25,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",commercial,Organic
cash receipt sample,21,21,390,34,1.17,https://www.xero.com/us/templates/receipt-template/cash-receipt-template/,0,0,0.00,0.9,103000000,"[81,15,44,67,100,67,19,19,19,7,54,44]",2025-12-20,"Image pack, Sitelinks, Image, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
invoice download free,17,17,40,58,4.34,https://www.xero.com/us/templates/invoice-template/,0,0,0.00,0.71,394000000,"[64,100,50,50,0,0,0,7,0,35,21,28]",2025-12-19,"Image pack, Sitelinks, Video, Ads bottom, Related searches","commercial, informational",Organic
free printable timesheet templates,16,18,50,41,1.65,https://www.xero.com/us/templates/timesheet-template/,0,0,0.00,0.19,117000,"[3,7,11,7,3,11,3,3,0,100,34,53]",2026-01-21,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
create receipts online,17,17,50,43,3.63,https://www.xero.com/us/templates/receipt-generator/,0,0,0.00,0.82,73300000,"[28,21,28,21,50,35,100,35,50,78,28,35]",2025-12-03,"Sitelinks, Video, Ads top, Related searches","commercial, informational",Organic
create a check stub free,32,32,70,43,9.37,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.86,8010000,"[15,100,15,34,0,0,3,0,0,28,28,15]",2025-12-06,"Sitelinks, Video, Ads bottom, Related searches","commercial, informational",Organic
create fake paycheck stubs,56,56,170,72,2.35,https://www.xero.com/us/templates/pay-stub-template/,0,0,0.00,0.84,145000,"[65,34,65,53,81,15,43,100,100,43,34,43]",2025-12-21,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums",informational,Organic
generate rent receipt,38,38,90,26,2.66,https://www.xero.com/us/templates/receipt-template/rent-receipt-template/,0,0,0.00,0.69,34000000,"[9,23,6,19,29,12,9,1,2,1,12,15]",2025-11-02,"Sitelinks, Video, Ads bottom, Related searches",informational,Organic
