Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
template for expense report,20,20,50,38,6.67,https://www.freshbooks.com/accounting-templates/expense-report,0,0,0.00,0.38,79100000,"[15,18,18,3,0,0,6,0,35,0,0,0]",2025-12-30,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
artwork invoice,39,39,70,6,2.69,https://www.freshbooks.com/invoice-templates/artist,0,0,0.00,0.56,7510000,"[63,81,63,45,63,63,45,45,63,45,45,27]",2025-12-05,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
sales commission excel template,89,89,30,4,8.29,https://www.freshbooks.com/invoice-templates/commission,0,0,0.00,0.66,7640000,"[18,18,18,27,27,18,27,18,63,100,27,18]",2026-01-04,"Image pack, Video, Image, Ads bottom, Related searches","informational, transactional",Organic
free cleaning invoice forms,23,23,90,13,3.78,https://www.freshbooks.com/invoice-templates/house-cleaning,0,0,0.00,0.66,35700000,"[78,64,100,78,78,64,78,78,64,50,64,64]",2025-12-29,"Image pack, Video, Ads bottom, Related searches",informational,Organic
receipt template xls,91,91,110,34,2.82,https://www.freshbooks.com/invoice-templates/excel,0,0,0.00,0.4,350000,"[65,34,65,19,42,65,53,65,26,34,19,65]",2026-01-16,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
sample invoice freelance,26,26,210,45,5.00,https://www.freshbooks.com/invoice-templates/freelance-writing,0,0,0.00,0.58,288000,"[0,0,0,0,0,0,0,0,6,55,100,45]",2026-01-09,"Image pack, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
sample invoice freelance,86,86,210,45,5.00,https://www.freshbooks.com/invoice-templates/freelancers,0,0,0.00,0.58,288000,"[0,0,0,0,0,0,0,0,6,55,100,45]",2026-01-09,"Image pack, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
fill in invoice,37,37,40,63,4.42,https://www.freshbooks.com/invoice-templates,0,0,0.00,0.81,57500000,"[100,18,18,18,18,27,27,27,18,63,45,27]",2025-12-01,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Video Carousel, People also ask, Related searches","commercial, informational",Organic
bank recon sample,20,20,140,25,4.87,https://www.freshbooks.com/accounting-templates/bank-reconciliation,0,0,0.00,0.22,2910000,"[34,42,34,53,26,65,53,53,34,42,100,42]",2025-12-30,"Image pack, Video, Ads bottom, Video Carousel, Related searches",informational,Organic
free junk removal estimate,5,5,40,13,1.37,https://www.freshbooks.com/estimate-templates/junk-removal,0,0,0.00,0.16,7270000,"[0,0,7,21,28,14,28,21,64,100,50,50]",2026-01-09,"Local pack, Ads bottom, Video Carousel, People also ask, Related searches, Discussions and forums, Ads middle, AI overview",informational,Organic
free electrical invoice template,21,21,50,12,3.45,https://www.freshbooks.com/invoice-templates/electrical-work,0,0,0.00,0.68,6100000,"[63,63,27,45,63,27,45,27,36,36,63,27]",2025-12-17,"Image pack, Video, Image, Related searches",informational,Organic
bill word,46,96,110,52,0.00,https://www.freshbooks.com/invoice-templates/word,0,0,0.00,0.01,1120000000,"[64,64,82,52,52,52,82,82,82,82,64,82]",2026-01-20,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
how to get automated material estimates for landscaping,38,38,70,0,0.00,https://www.freshbooks.com/estimate-templates/landscaping,0,0,0.00,0.33,108000000,"[0,27,81,45,63,36,45,18,100,100,100,100]",2026-01-01,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
how to get automated material estimates for landscaping,43,43,70,0,0.00,https://www.freshbooks.com/estimate-templates/landscaping,0,0,0.00,0.33,108000000,"[0,27,81,45,63,36,45,18,100,100,100,100]",2026-01-01,"Video, Video Carousel, Related searches, Discussions and forums, AI overview",informational,Organic
bill of services rendered,52,52,90,27,4.23,https://www.freshbooks.com/invoice-templates/services-rendered,0,0,0.00,0.99,40600000,"[35,78,64,35,50,64,100,78,50,64,64,50]",2026-01-03,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview","commercial, informational",Organic
bill of services rendered,66,66,90,27,4.23,https://www.freshbooks.com/invoice-templates/services-rendered,0,0,0.00,0.99,40600000,"[35,78,64,35,50,64,100,78,50,64,64,50]",2026-01-03,"Image pack, Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview","commercial, informational",Organic
free pressure washing,30,30,40,20,1.89,https://www.freshbooks.com/estimate-templates/pressure-washing,0,0,0.00,0.73,147000000,"[18,18,18,18,18,18,63,63,63,100,18,18]",2025-12-18,"Video, Ads bottom, Related searches, Discussions and forums, AI overview",informational,Organic
great invoice templates,41,41,90,33,9.90,https://www.freshbooks.com/invoice-templates,0,0,0.00,0.57,9,"[42,33,42,42,42,100,52,66,33,52,23,52]",2025-11-24,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
payment invoice format,26,26,170,61,4.31,https://www.freshbooks.com/invoice-templates,0,0,0.00,1,174000000,"[35,35,100,18,10,35,54,35,29,35,14,22]",2026-01-17,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
payment invoice format,65,65,170,61,4.31,https://www.freshbooks.com/invoice-templates/pdf,0,0,0.00,1,174000000,"[35,35,100,18,10,35,54,35,29,35,14,22]",2026-01-17,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
payment invoice format,91,91,170,61,4.31,https://www.freshbooks.com/invoice-templates/word,0,0,0.00,1,174000000,"[35,35,100,18,10,35,54,35,29,35,14,22]",2026-01-17,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
easy expense report template,8,8,140,39,6.55,https://www.freshbooks.com/accounting-templates/expense-report,0,0,0.00,0.37,8880000,"[42,34,42,65,65,53,53,42,42,42,100,42]",2026-01-01,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches, Short videos, Discussions and forums",informational,Organic
paycheck invoice template,30,30,170,49,4.68,https://www.freshbooks.com/en-gb/invoice-templates/self-employed-invoice,0,0,0.00,1,0,"[28,43,34,65,65,34,100,34,21,43,81,34]",2026-01-01,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Related searches","commercial, informational",Organic
paycheck invoice template,73,73,170,49,4.68,https://www.freshbooks.com/invoice-templates/hourly,0,0,0.00,1,0,"[28,43,34,65,65,34,100,34,21,43,81,34]",2026-01-01,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Related searches","commercial, informational",Organic
free contractor invoice template pdf,12,12,30,23,2.55,https://www.freshbooks.com/invoice-templates/contractor,0,0,0.00,0.76,6840000,"[14,14,14,14,14,28,14,14,35,21,14,14]",2026-01-01,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
free contractor invoice template pdf,57,57,30,23,2.55,https://www.freshbooks.com/invoice-templates/pdf,0,0,0.00,0.76,6840000,"[14,14,14,14,14,28,14,14,35,21,14,14]",2026-01-01,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
free contractor invoice template pdf,93,93,30,23,2.55,https://www.freshbooks.com/invoice-templates/construction,0,0,0.00,0.76,6840000,"[14,14,14,14,14,28,14,14,35,21,14,14]",2026-01-01,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
invoice generator google docs,5,5,30,33,2.74,https://www.freshbooks.com/invoice-templates/google-sheets,0,0,0.00,0.41,11200000,"[14,14,14,14,78,14,35,14,14,35,21,14]",2026-01-15,"Video, Ads bottom, Video Carousel, People also ask, Related searches","informational, transactional",People also ask
sample billing invoice template,9,9,720,67,2.61,https://www.freshbooks.com/invoice-templates,0,0,0.00,1,3860000,"[39,39,48,100,100,88,88,59,88,72,72,88]",2026-01-13,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,People also ask
company expense report,24,24,140,27,15.20,https://www.freshbooks.com/accounting-templates/expense-report,0,0,0.00,0.53,210000000,"[43,28,34,43,53,43,34,34,43,43,34,21]",2026-01-12,"Image pack, Video, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
invoice template free download pdf,77,77,590,52,2.64,https://www.freshbooks.com/invoice-templates,0,0,0.00,0.76,79000000,"[55,44,20,24,16,11,16,8,13,11,13,7]",2025-12-23,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
how to compose an invoice,1,1,390,50,3.59,https://www.freshbooks.com/invoice-templates/google-docs,0,0,0.00,0.65,9800000,"[5,20,8,2,5,7,13,37,3,25,68,68]",2026-01-11,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums, AI overview",informational,People also ask
free invoice creation,8,8,110,60,6.21,https://www.freshbooks.com/invoice-templates/google-docs,0,0,0.00,0.84,88500000,"[9,9,19,5,15,15,6,0,29,29,29,23]",2025-11-30,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, Things to know",informational,People also ask
free invoice creation,8,8,110,60,6.21,https://www.freshbooks.com/invoice-templates/google-sheets,0,0,0.00,0.84,88500000,"[9,9,19,5,15,15,6,0,29,29,29,23]",2025-11-30,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, Things to know",informational,People also ask
free invoice creation,84,84,110,60,6.21,https://www.freshbooks.com/invoice-templates,0,0,0.00,0.84,88500000,"[9,9,19,5,15,15,6,0,29,29,29,23]",2025-11-30,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, Things to know",informational,Organic
company receipt template,36,36,260,53,2.93,https://www.freshbooks.com/invoice-templates,0,0,0.00,1,117000000,"[53,65,65,65,81,81,81,81,81,100,53,65]",2026-01-04,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches",informational,Organic
invoice freelance template,9,9,40,44,5.00,https://www.freshbooks.com/invoice-templates/self-employed-invoice,0,0,0.00,0.58,3030000,"[4,5,7,4,5,2,2,1,14,5,3,0]",2025-12-30,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
invoice freelance template,10,10,40,44,5.00,https://www.freshbooks.com/invoice-templates/self-employed-invoice,0,0,0.00,0.58,3030000,"[4,5,7,4,5,2,2,1,14,5,3,0]",2025-12-30,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
invoice freelance template,52,52,40,44,5.00,https://www.freshbooks.com/invoice-templates/freelance-writing,0,0,0.00,0.58,3030000,"[4,5,7,4,5,2,2,1,14,5,3,0]",2025-12-30,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
invoice freelance template,88,88,40,44,5.00,https://www.freshbooks.com/invoice-templates/freelancers,0,0,0.00,0.58,3030000,"[4,5,7,4,5,2,2,1,14,5,3,0]",2025-12-30,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
invoice freelance template,95,95,40,44,5.00,https://www.freshbooks.com/invoice-templates/freelancers,0,0,0.00,0.58,3030000,"[4,5,7,4,5,2,2,1,14,5,3,0]",2025-12-30,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
electrician receipt template,17,17,50,5,3.69,https://www.freshbooks.com/invoice-templates/self-employed-invoice,0,0,0.00,0.27,230000,"[14,14,14,14,14,28,21,14,78,100,50,78]",2026-01-05,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
electrician receipt template,61,61,50,5,3.69,https://www.freshbooks.com/invoice-templates/electrical-work,0,0,0.00,0.27,230000,"[14,14,14,14,14,28,21,14,78,100,50,78]",2026-01-05,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
invoice templates for quickbooks,24,24,110,43,6.69,https://www.freshbooks.com/invoice-templates,0,0,0.00,0.5,424000,"[66,100,100,0,2,0,0,0,2,2,0,0]",2025-12-22,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches","informational, transactional",Organic
free landscape estimate template,40,40,70,14,4.28,https://www.freshbooks.com/estimate-templates/lawn-care,0,0,0.00,0.59,4520000,"[4,6,12,15,23,15,12,9,6,6,4,4]",2026-01-03,"Image pack, Video, Image, Ads bottom, Related searches",informational,Organic
free quote template word,13,13,110,26,3.59,https://www.freshbooks.com/hub/estimates/quote-template,0,0,0.00,0.69,101000000,"[100,64,64,64,64,64,64,64,41,52,29,41]",2026-01-01,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
hotel room bill format,10,10,40,9,3.72,https://www.freshbooks.com/invoice-templates/hotel,0,0,0.00,0.88,42900000,"[45,45,45,63,63,45,18,18,18,18,18,18]",2026-01-16,"Image pack, Video, Image, Ads top, Ads bottom, Related searches","commercial, informational",Organic
auto body shop invoice template,26,26,110,11,6.32,https://www.freshbooks.com/invoice-templates/auto-repair,0,0,0.00,1,559000,"[23,23,35,43,28,35,28,17,23,17,17,28]",2026-01-16,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches, Discussions and forums",informational,Organic
invoice simple template,52,52,480,59,3.03,https://www.freshbooks.com/invoice-templates,0,0,0.00,0.84,63200000,"[36,44,54,12,54,81,100,54,67,44,15,81]",2025-11-18,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
free invoice templates pdf,80,80,590,36,2.73,https://www.freshbooks.com/invoice-templates,0,0,0.00,0.69,10,"[65,13,34,24,1,1,1,1,44,44,1,1]",2025-11-24,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
self employed profit and loss sheet,50,50,140,35,4.39,https://www.freshbooks.com/accounting-templates/profit-and-loss,0,0,0.00,0.26,110000000,"[10,12,7,2,100,66,66,12,35,28,28,23]",2025-12-15,"Image pack, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
invoice pdf download,10,10,110,50,3.98,https://www.freshbooks.com/invoice-templates/pdf,0,0,0.00,0.69,372000000,"[6,6,5,6,8,6,6,6,6,6,5,4]",2025-12-30,"Image pack, Sitelinks, Video, Ads bottom, Related searches",informational,Organic
invoice pdf download,86,86,110,50,3.98,https://www.freshbooks.com/invoice-templates/printable,0,0,0.00,0.69,372000000,"[6,6,5,6,8,6,6,6,6,6,5,4]",2025-12-30,"Image pack, Sitelinks, Video, Ads bottom, Related searches",informational,Organic
invoice template word for consulting services,25,17,70,33,4.72,https://www.freshbooks.com/invoice-templates/consulting,0,0,0.00,0.82,288000,"[63,63,100,81,63,81,63,36,45,45,45,45]",2026-01-20,"Image pack, Video, Ads bottom, People also ask, Related searches",informational,Organic
free pro forma template for startup,81,81,40,15,4.60,https://www.freshbooks.com/invoice-templates/proforma,0,0,0.00,0.48,1530000,"[18,100,27,27,27,36,18,36,18,18,27,27]",2025-12-14,"Sitelinks, Video, Image, Ads bottom, Related searches, AI overview",informational,Organic
receipt template word doc,73,73,50,31,1.55,https://www.freshbooks.com/invoice-templates/word,0,0,0.00,0.26,56800000,"[0,33,52,0,19,0,0,0,0,52,66,100]",2025-11-28,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
dummy invoice,36,36,110,56,4.91,https://www.freshbooks.com/invoice-templates,0,0,0.00,0.3,5280000,"[42,52,52,66,66,52,42,66,52,52,66,52]",2025-12-22,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches, Ads middle, AI overview",informational,Organic
balance sheet form pdf,20,20,170,28,3.59,https://www.freshbooks.com/accounting-templates/balance-sheet,0,0,0.00,0.33,146000000,"[65,42,65,53,65,80,42,65,53,80,42,53]",2025-12-14,"Image pack, Video, Ads bottom, People also ask, Related searches",informational,Organic
example of an invoice,43,43,880,55,3.04,https://www.freshbooks.com/invoice-templates,0,0,0.00,0.93,255000000,"[20,13,27,20,36,20,16,36,27,24,36,24]",2025-11-28,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
free bank ledger printable,40,40,70,18,0.00,https://www.freshbooks.com/accounting-templates/general-ledger,0,0,0.00,0.04,604000,"[9,9,9,45,18,100,100,100,18,100,100,100]",2025-12-02,"Image pack, Video, Image, Related searches",informational,Organic
bookkeeping quote template,88,88,30,11,5.59,https://www.freshbooks.com/hub/estimates/quote-template,0,0,0.00,0.96,271000,"[22,22,33,22,22,44,33,33,22,22,33,22]",2025-12-11,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
invoice service template,26,26,40,61,3.44,https://www.freshbooks.com/invoice-templates/services-rendered,0,0,0.00,0.9,36500000,"[42,80,42,80,0,0,0,0,0,0,0,0]",2025-12-18,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
modern invoice template,75,75,110,60,4.24,https://www.freshbooks.com/invoice-templates,0,0,0.00,1,22500000,"[52,29,52,100,82,64,52,52,29,82,82,41]",2025-12-25,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches, Discussions and forums",informational,Organic
free basic invoice template,23,23,70,55,2.32,https://www.freshbooks.com/invoice-templates,0,0,0.00,0.65,115000000,"[14,21,21,35,50,100,35,78,35,35,64,21]",2025-12-17,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Related searches",informational,Organic
free basic invoice template,71,71,70,55,2.32,https://www.freshbooks.com/invoice-templates,0,0,0.00,0.65,115000000,"[14,21,21,35,50,100,35,78,35,35,64,21]",2025-12-17,"Image pack, Sitelinks, Video, Image, Ads top, Ads bottom, Related searches",informational,Organic
how to write a painting invoice,32,32,40,4,2.27,https://www.freshbooks.com/invoice-templates/painting,0,0,0.00,0.69,4030000,"[18,18,18,45,45,18,18,18,18,63,63,36]",2025-12-09,"Image pack, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
website design invoice sample,78,78,70,54,12.54,https://www.freshbooks.com/invoice-templates,0,0,0.00,0.13,23200000,"[41,29,29,29,52,64,64,41,41,41,29,29]",2025-12-03,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
retail profit and loss statement,43,43,30,29,10.71,https://www.freshbooks.com/accounting-templates/profit-and-loss,0,0,0.00,0.3,29100000,"[45,18,18,18,100,18,18,18,18,18,18,18]",2025-12-06,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
retail profit and loss statement,70,70,30,29,10.71,https://www.freshbooks.com/accounting-templates/profit-and-loss,0,0,0.00,0.3,29100000,"[45,18,18,18,100,18,18,18,18,18,18,18]",2025-12-06,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
editable free quote template,90,90,30,12,4.60,https://www.freshbooks.com/hub/estimates/quote-template,0,0,0.00,0.04,19000000,"[11,23,52,11,11,11,11,11,11,11,11,11]",2025-12-09,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
estimating template,12,12,90,24,5.53,https://www.freshbooks.com/estimate-templates,0,0,0.00,1,87200000,"[15,11,15,18,5,28,15,11,15,8,15,11]",2025-12-28,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, Related searches",informational,Organic
hoa dues invoice template,3,3,70,2,0.00,https://www.freshbooks.com/invoice-templates,0,0,0.00,0.1,8000,"[78,78,100,50,50,64,64,35,28,35,14,14]",2026-01-13,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,People also ask
profit and loss template word,18,18,90,29,2.82,https://www.freshbooks.com/accounting-templates/profit-and-loss,0,0,0.00,0.6,6540000,"[52,52,80,23,23,42,23,23,42,42,33,23]",2026-01-14,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
profit and loss template word,22,22,90,29,2.82,https://www.freshbooks.com/accounting-templates/profit-and-loss,0,0,0.00,0.6,6540000,"[52,52,80,23,23,42,23,23,42,42,33,23]",2026-01-14,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
invoicing for sole traders,57,57,50,8,0.00,https://www.freshbooks.com/invoice-templates/sole-trader,0,0,0.00,0.02,3090000,"[41,0,41,29,41,41,52,64,41,29,17,29]",2025-12-20,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
small business invoice template,61,61,390,57,6.63,https://www.freshbooks.com/invoice-templates,0,0,0.00,0.93,0,"[29,66,44,44,54,54,54,54,100,66,54,44]",2026-01-01,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
small business invoice template,69,69,390,57,6.63,https://www.freshbooks.com/invoice-templates,0,0,0.00,0.93,0,"[29,66,44,44,54,54,54,54,100,66,54,44]",2026-01-01,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
legal invoice form,28,28,140,18,14.11,https://www.freshbooks.com/invoice-templates/law-firm,0,0,0.00,0.35,101000000,"[28,23,35,28,28,53,53,66,35,28,23,23]",2025-12-12,"Image pack, Sitelinks, Video, Ads bottom, Related searches",informational,Organic
legal invoice form,66,66,140,18,14.11,https://www.freshbooks.com/invoice-templates/attorney,0,0,0.00,0.35,101000000,"[28,23,35,28,28,53,53,66,35,28,23,23]",2025-12-12,"Image pack, Sitelinks, Video, Ads bottom, Related searches",informational,Organic
sample proforma invoice format,28,28,880,26,2.58,https://www.freshbooks.com/invoice-templates/proforma,0,0,0.00,0.23,273000,"[55,24,55,10,81,81,100,81,100,6,10,55]",2025-12-07,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
contractor estimate template free,10,10,70,21,6.37,https://www.freshbooks.com/estimate-templates/word,0,0,0.00,0.47,11600000,"[29,41,29,23,100,52,52,17,23,52,41,82]",2025-12-19,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
contractor estimate template free,33,33,70,21,6.37,https://www.freshbooks.com/estimate-templates,0,0,0.00,0.47,11600000,"[29,41,29,23,100,52,52,17,23,52,41,82]",2025-12-19,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
contractor estimate template free,62,62,70,21,6.37,https://www.freshbooks.com/estimate-templates/contractor,0,0,0.00,0.47,11600000,"[29,41,29,23,100,52,52,17,23,52,41,82]",2025-12-19,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
pdf invoice template free download,68,68,50,53,3.08,https://www.freshbooks.com/invoice-templates,0,0,0.00,0.57,70400000,"[55,33,77,55,55,33,77,44,55,55,44,55]",2025-12-01,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches","commercial, informational",Organic
pdf invoice template free download,99,99,50,53,3.08,https://www.freshbooks.com/en-gb/invoice-templates/self-employed-invoice,0,0,0.00,0.57,70400000,"[55,33,77,55,55,33,77,44,55,55,44,55]",2025-12-01,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches","commercial, informational",Organic
web design invoice template,14,14,90,40,12.54,https://www.freshbooks.com/invoice-templates/web-design,0,0,0.00,0.13,41300000,"[29,14,14,29,29,8,29,6,22,22,6,22]",2025-12-02,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
web design invoice template,45,45,90,40,12.54,https://www.freshbooks.com/invoice-templates/web-development,0,0,0.00,0.13,41300000,"[29,14,14,29,29,8,29,6,22,22,6,22]",2025-12-02,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
blank balance sheet template,18,14,90,30,3.26,https://www.freshbooks.com/accounting-templates/balance-sheet,0,0,0.00,0.85,23200000,"[52,82,52,52,52,52,41,52,52,82,52,52]",2026-01-20,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
blank balance sheet template,79,0,90,30,3.26,https://www.freshbooks.com/accounting-templates/profit-and-loss,0,0,0.00,0.85,23200000,"[52,82,52,52,52,52,41,52,52,82,52,52]",2026-01-20,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
quickbooks quotation template,82,82,50,25,8.76,https://www.freshbooks.com/hub/estimates/quote-template,0,0,0.00,0.36,292000,"[45,45,18,63,100,63,45,63,63,45,36,45]",2025-12-28,"Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
free paint estimate,48,48,30,33,10.52,https://www.freshbooks.com/estimate-templates/painting,0,0,0.00,0.46,38400000,"[2,7,7,10,7,7,7,5,23,17,5,7]",2026-01-04,"Local pack, Video, Ads bottom, Related searches",informational,Organic
business report template word free,88,88,50,34,2.94,https://www.freshbooks.com/estimate-templates/word,0,0,0.00,0.25,105000000,"[18,100,18,18,18,18,100,100,63,45,63,27]",2025-11-30,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",commercial,Organic
construction bill sample,29,25,110,35,4.71,https://www.freshbooks.com/invoice-templates/construction,0,0,0.00,1,118000000,"[43,34,34,15,34,65,65,34,34,34,21,21]",2026-01-20,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
estimate form template free,6,6,30,37,3.39,https://www.freshbooks.com/estimate-templates,0,0,0.00,0.62,113000000,"[18,18,18,18,18,18,100,45,18,18,18,18]",2025-12-12,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,People also ask
estimate form template free,6,6,30,37,3.39,https://www.freshbooks.com/estimate-templates/google-docs,0,0,0.00,0.62,113000000,"[18,18,18,18,18,18,100,45,18,18,18,18]",2025-12-12,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,People also ask
estimate form template free,6,6,30,37,3.39,https://www.freshbooks.com/estimate-templates/excel,0,0,0.00,0.62,113000000,"[18,18,18,18,18,18,100,45,18,18,18,18]",2025-12-12,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,People also ask
estimate form template free,9,9,30,37,3.39,https://www.freshbooks.com/estimate-templates/google-docs,0,0,0.00,0.62,113000000,"[18,18,18,18,18,18,100,45,18,18,18,18]",2025-12-12,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
estimate form template free,24,24,30,37,3.39,https://www.freshbooks.com/estimate-templates,0,0,0.00,0.62,113000000,"[18,18,18,18,18,18,100,45,18,18,18,18]",2025-12-12,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
estimate form template free,82,82,30,37,3.39,https://www.freshbooks.com/estimate-templates/word,0,0,0.00,0.62,113000000,"[18,18,18,18,18,18,100,45,18,18,18,18]",2025-12-12,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
auto shop invoice template,20,20,480,12,6.46,https://www.freshbooks.com/invoice-templates/auto-repair,0,0,0.00,1,9050000,"[44,54,66,100,36,100,66,100,29,36,36,44]",2025-11-29,"Image pack, Sitelinks, Video, Image, Ads bottom, Related searches",informational,Organic
itemized bill template,60,60,260,44,4.10,https://www.freshbooks.com/invoice-templates/medical,0,0,0.00,0.96,2120000,"[54,54,81,100,54,35,54,43,43,43,43,43]",2025-12-20,"Image pack, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
fake hotel receipt,72,72,90,20,1.44,https://www.freshbooks.com/invoice-templates/hotel,0,0,0.00,0.53,15500000,"[52,52,33,52,42,33,42,52,52,42,52,23]",2026-01-17,"Image pack, Sitelinks, Video, Related searches",informational,Organic
construction estimate template excel free,12,12,50,20,5.03,https://www.freshbooks.com/estimate-templates/excel,0,0,0.00,0.41,9160000,"[0,0,78,21,7,7,64,14,100,35,28,35]",2025-12-27,"Image pack, Sitelinks, Video, Ads bottom, Video Carousel, Related searches","informational, transactional",Organic
online receipt template,59,59,260,62,2.35,https://www.freshbooks.com/invoice-templates,0,0,0.00,0.36,148000000,"[32,26,21,21,17,17,17,21,48,39,32,21]",2026-01-08,"Image pack, Sitelinks, Video, Image, Ads bottom, People also ask, Related searches",informational,Organic
